"","variety","year","a3","b","sig3.dat","fin3.dat"
"1",1,-36.8468495961279,68,-0.00264086856727455,8.4018055362986,76.4991132232001
"2",1,-35.8468495961279,68,-0.00264086856727455,-8.2518756654834,59.8427911528508
"3",1,-34.8468495961279,68,-0.00264086856727455,-7.38630120920478,60.7057247405622
"4",1,-33.8468495961279,68,-0.00264086856727455,-12.8512489707694,55.2381361104302
"5",1,-32.8468495961279,68,-0.00264086856727455,2.01689739995497,70.1036416125874
"6",1,-31.8468495961279,68,-0.00264086856727455,-5.05314245976768,63.0309608842975
"7",1,-30.8468495961279,68,-0.00264086856727455,-2.7938616252788,65.2876008502191
"8",1,-29.8468495961279,68,-0.00264086856727455,-1.49735214831735,66.5814694586132
"9",1,-28.8468495961279,68,-0.00264086856727455,5.04316412164654,73.1193448600098
"10",1,-27.8468495961279,68,-0.00264086856727455,-4.77385010979768,63.2996897599984
"11",1,-26.8468495961279,68,-0.00264086856727455,14.3360249065413,82.40692390777
"12",1,-25.8468495961279,68,-0.00264086856727455,2.20352435485337,70.2717824875149
"13",1,-24.8468495961279,68,-0.00264086856727455,6.70823970919357,74.7738569732878
"14",1,-23.8468495961279,68,-0.00264086856727455,-8.90993219453844,59.1530442009885
"15",1,-22.8468495961279,68,-0.00264086856727455,-9.60119493036808,58.4591405965916
"16",1,-21.8468495961279,68,-0.00264086856727455,3.69829308942897,71.7559877478214
"17",1,-20.8468495961279,68,-0.00264086856727455,-2.78970418427125,65.2653496055539
"18",1,-19.8468495961279,68,-0.00264086856727455,-4.46277187215598,63.5896410491019
"19",1,-18.8468495961279,68,-0.00264086856727455,5.53103101153668,73.5808030642273
"20",1,-17.8468495961279,68,-0.00264086856727455,-4.5544557862406,63.4926753978827
"21",1,-16.8468495961279,68,-0.00264086856727455,8.08361725961743,76.1281075751735
"22",1,-15.8468495961279,68,-0.00264086856727455,-16.1293100800761,51.9125393669126
"23",1,-14.8468495961279,68,-0.00264086856727455,-2.71420640421079,65.3250021742107
"24",1,-13.8468495961279,68,-0.00264086856727455,-2.04727074939806,65.9892969604561
"25",1,-12.8468495961279,68,-0.00264086856727455,-7.47198088338916,60.5619459578978
"26",1,-11.8468495961279,68,-0.00264086856727455,6.12143441174122,74.1527203844609
"27",1,-10.8468495961279,68,-0.00264086856727455,-4.44946731577801,63.5791777883744
"28",1,-9.84684959612787,68,-0.00264086856727455,-4.21653555212784,63.8094686834573
"29",1,-8.84684959612787,68,-0.00264086856727455,5.48460913296505,73.5079724999829
"30",1,-7.84684959612787,68,-0.00264086856727455,-10.2070644750727,57.8136580233778
"31",1,-6.84684959612787,68,-0.00264086856727455,0.838681760860563,68.8567633907438
"32",2,-1.06735775619745,63,0.147814274079651,11.8828395286313,74.7250688167157
"33",2,-0.0673577561974525,63,0.147814274079651,2.12181819646353,65.1118617586276
"34",2,0.932642243802547,63,0.147814274079651,-7.56614094978912,55.5717168864546
"35",2,1.93264224380255,63,0.147814274079651,-3.42665010129817,59.8590220090252
"36",2,2.93264224380255,63,0.147814274079651,-15.7940025518685,47.6394838325345
"37",2,3.93264224380255,63,0.147814274079651,16.7799212111223,80.361221869605
"38",2,4.93264224380255,63,0.147814274079651,0.555607118499057,64.2847220510614
"39",2,5.93264224380255,63,0.147814274079651,-0.0648754622207036,63.8120537444212
"40",2,6.93264224380255,63,0.147814274079651,-16.2408030321772,47.7839404485444
"41",2,7.93264224380255,63,0.147814274079651,1.79509536190536,65.9676531167066
"42",2,8.93264224380255,63,0.147814274079651,0.896873952600781,65.2172459814817
"43",2,9.93264224380255,63,0.147814274079651,2.04872975115456,66.5169160541151
"44",2,10.9326422438025,63,0.147814274079651,7.02408456735687,71.6400851443971
"45",2,11.9326422438025,63,0.147814274079651,2.69331921990722,67.4571340710271
"46",2,12.9326422438025,63,0.147814274079651,-9.08098254637116,55.8306465788283
