"","variety","year","a2","b1","sig2.dat","fin2.dat"
"1",1,-21.2605822964106,64,0.0385519350038194,-3.45509203907812,59.7252713740873
"2",1,-20.2605822964106,64,0.0385519350038194,2.54119247509515,65.7601078232644
"3",1,-19.2605822964106,64,0.0385519350038194,5.6387953408257,68.8962626239988
"4",1,-18.2605822964106,64,0.0385519350038194,-2.24611593291795,61.0499032852589
"5",1,-17.2605822964106,64,0.0385519350038194,-4.81441377501889,58.5201573781618
"6",1,-16.2605822964106,64,0.0385519350038194,-18.2544364846779,45.1186866035067
"7",1,-15.2605822964106,64,0.0385519350038194,-2.74753703201895,60.6641379911694
"8",1,-14.2605822964106,64,0.0385519350038194,-11.3851829791062,52.0650439790859
"9",1,-13.2605822964106,64,0.0385519350038194,3.0599726446298,66.5487515378258
"10",1,-12.2605822964106,64,0.0385519350038194,-10.8768160990899,52.6505147291099
"11",1,-11.2605822964106,64,0.0385519350038194,2.21471111802306,65.7805938812267
"12",1,-10.2605822964106,64,0.0385519350038194,-6.25733355164927,57.3471011465582
"13",1,-9.26058229641058,64,0.0385519350038194,-7.8216374452307,55.8213491879806
"14",1,-8.26058229641058,64,0.0385519350038194,-8.47534575136178,55.2061928168533
"15",1,-7.26058229641058,64,0.0385519350038194,-0.822397001706901,62.897693501512
"16",1,-6.26058229641058,64,0.0385519350038194,-14.6746102732665,49.0840321649563
"17",1,-5.26058229641058,64,0.0385519350038194,-2.21810808546155,61.579086287765
"18",1,-4.26058229641058,64,0.0385519350038194,-18.7537295821193,45.0820167261111
"19",1,-3.26058229641058,64,0.0385519350038194,-4.36385321432924,59.5104450289049
"20",1,-2.26058229641058,64,0.0385519350038194,9.81832748803056,73.7311776662686
"21",1,-1.26058229641058,64,0.0385519350038194,2.76534320323344,66.7167453164753
"22",1,-0.260582296410576,64,0.0385519350038194,5.97096891980277,69.9609229680484
"23",1,0.739417703589424,64,0.0385519350038194,6.07023833689342,70.0987443201429
"24",1,1.73941770358942,64,0.0385519350038194,1.48749624197387,65.5545541602271
"25",1,2.73941770358942,64,0.0385519350038194,4.4580033003097,68.5636131535668
"26",1,3.73941770358942,64,0.0385519350038194,18.557256496014,82.7014182842749
"27",1,4.73941770358942,64,0.0385519350038194,2.76137283936198,66.9440865626267
"28",1,5.73941770358942,64,0.0385519350038194,1.4110878226573,65.6323534809258
"29",1,6.73941770358942,64,0.0385519350038194,1.33917525252818,65.5989928458006
"30",1,7.73941770358942,64,0.0385519350038194,-12.4391964721073,51.8591730561689
"31",1,8.73941770358942,64,0.0385519350038194,4.70944738948295,69.046368852763
"32",1,9.73941770358942,64,0.0385519350038194,-5.98918951803436,58.3862838802495
"33",1,10.7394177035894,64,0.0385519350038194,4.24125628331561,68.6552816166032
"34",1,11.7394177035894,64,0.0385519350038194,10.2771675771009,74.7297448453923
"35",1,12.7394177035894,64,0.0385519350038194,9.59879857989421,74.0899277831895
"36",1,13.7394177035894,64,0.0385519350038194,10.9079217022876,75.4376028405867
"37",1,14.7394177035894,64,0.0385519350038194,16.5618117617265,81.1300448350294
"38",1,15.7394177035894,64,0.0385519350038194,-10.6691583670118,53.9376266412949
"39",1,16.7394177035894,64,0.0385519350038194,-3.90907829824604,60.7362586450645
"40",1,17.7394177035894,64,0.0385519350038194,-16.2951328603163,48.3887560179981
"41",1,18.7394177035894,64,0.0385519350038194,3.26187984213455,67.9843206554527
"42",1,19.7394177035894,64,0.0385519350038194,-9.18723870361315,55.5737540447089
"43",1,20.7394177035894,64,0.0385519350038194,-4.51115714500949,60.2883875383163
"44",1,21.7394177035894,64,0.0385519350038194,3.25849998423849,68.0965966025682
"45",1,22.7394177035894,64,0.0385519350038194,4.34555777068892,69.2222063240224
"46",1,23.7394177035894,64,0.0385519350038194,14.1971982556062,79.1123987439435
"47",1,24.7394177035894,64,0.0385519350038194,-0.0267849486468238,64.9269674746943
"48",1,25.7394177035894,64,0.0385519350038194,-0.950966277344345,64.0413380810006
"49",1,26.7394177035894,64,0.0385519350038194,2.32317466719668,67.3540309605454
"50",1,27.7394177035894,64,0.0385519350038194,-10.0157618092431,55.0536464191095
"51",1,28.7394177035894,64,0.0385519350038194,-2.44443747897782,62.6635226843786
"52",1,29.7394177035894,64,0.0385519350038194,13.3360730682055,78.4825851665657
"53",1,30.7394177035894,64,0.0385519350038194,8.67997589953453,73.8650399328986
"54",1,31.7394177035894,64,0.0385519350038194,-26.4514328956446,38.7721830727233
"55",1,32.7394177035894,64,0.0385519350038194,-2.02140294274451,63.2407649606272
"56",1,33.7394177035894,64,0.0385519350038194,15.3933237074807,80.6940435458562
"57",1,34.7394177035894,64,0.0385519350038194,23.901250546296,89.2405223196753
"58",1,35.7394177035894,64,0.0385519350038194,-10.6275377212394,54.7502859871437
"59",2,-22.5369585431181,68,0.0385519350038194,2.60081355233019,69.7319701913921
"60",2,-21.5369585431181,68,0.0385519350038194,-6.89594960931409,60.2737589647517
"61",2,-20.5369585431181,68,0.0385519350038194,9.27519256415674,76.4834530732263
"62",2,-19.5369585431181,68,0.0385519350038194,-11.7189939375682,55.5278185065052
"63",2,-18.5369585431181,68,0.0385519350038194,2.84180889930236,70.1271732783796
"64",2,-17.5369585431181,68,0.0385519350038194,8.79359386494449,76.1175101790255
"65",2,-16.5369585431181,68,0.0385519350038194,0.748336216567036,68.1108044656519
"66",2,-15.5369585431181,68,0.0385519350038194,0.641631241872152,68.0426514259608
"67",2,-14.5369585431181,68,0.0385519350038194,19.534642505246,86.9742146243385
"68",2,-13.5369585431181,68,0.0385519350038194,5.07999075137383,72.5581148054701
"69",2,-12.5369585431181,68,0.0385519350038194,10.8917486527405,78.4084246418406
"70",2,-11.5369585431181,68,0.0385519350038194,-2.73633395528276,64.8188939688212
"71",2,-10.5369585431181,68,0.0385519350038194,-12.0418449521546,55.5519349069532
"72",2,-9.53695854311809,68,0.0385519350038194,22.1785412527306,89.8108730468422
"73",2,-8.53695854311809,68,0.0385519350038194,-2.88014960764657,64.7907341214689
"74",2,-7.53695854311809,68,0.0385519350038194,9.92737367135782,77.6368093354771
"75",2,-6.53695854311809,68,0.0385519350038194,-6.95478186274089,60.7932057363822
"76",3,-15.80488120066,71,0.0385519350038194,8.34458155508833,78.7352728022974
"77",3,-14.80488120066,71,0.0385519350038194,-2.66026914697165,67.7689740352412
"78",3,-13.80488120066,71,0.0385519350038194,-5.61410152527444,64.8536935919423
"79",3,-12.80488120066,71,0.0385519350038194,4.47425482865981,74.9806018808803
"80",3,-11.80488120066,71,0.0385519350038194,-6.17346835521697,64.3714306320074
"81",3,-10.80488120066,71,0.0385519350038194,-5.4570754028763,65.1263755193519
"82",3,-9.80488120066002,71,0.0385519350038194,2.75774357275601,73.379746429988
"83",3,-8.80488120066002,71,0.0385519350038194,-0.486439997533639,70.1741147947022
"84",3,-7.80488120066002,71,0.0385519350038194,-7.52068826883689,63.1784184584027
"85",3,-6.80488120066002,71,0.0385519350038194,-8.87877099381624,61.8588876684272
"86",3,-5.80488120066002,71,0.0385519350038194,-15.4625005519899,55.3137100452574
"87",3,-4.80488120066002,71,0.0385519350038194,13.6710160369502,84.4857785692013
"88",3,-3.80488120066002,71,0.0385519350038194,-0.111124979411847,70.7421894878431
"89",3,-2.80488120066002,71,0.0385519350038194,-0.271870489353099,70.6199959129056
"90",3,-1.80488120066002,71,0.0385519350038194,-22.0050292022908,48.9253891349717
"91",3,-0.80488120066002,71,0.0385519350038194,-0.997145590071714,69.9718246821947
"92",3,0.19511879933998,71,0.0385519350038194,-10.793134024233,60.2143881830371
"93",3,1.19511879933998,71,0.0385519350038194,-12.68616341971,58.3599107225639
"94",3,2.19511879933998,71,0.0385519350038194,-0.239843949808296,70.8447821274695
"95",3,3.19511879933998,71,0.0385519350038194,-1.67057238519703,69.4526056270846
"96",3,4.19511879933998,71,0.0385519350038194,-4.32323671645487,66.8384932308306
"97",3,5.19511879933998,71,0.0385519350038194,10.1302319663746,81.3305138486639
"98",3,6.19511879933998,71,0.0385519350038194,-2.85935104097749,68.3794827763156
"99",3,7.19511879933998,71,0.0385519350038194,-16.482702559898,54.7946831923989
"100",3,8.19511879933998,71,0.0385519350038194,-12.02008286099,59.2958548263107
"101",3,9.19511879933998,71,0.0385519350038194,13.9512832103795,85.3057728326841
"102",3,10.19511879934,71,0.0385519350038194,2.69938074029846,74.0924222976068
"103",3,11.19511879934,71,0.0385519350038194,1.44284834210664,72.8744418344188
"104",3,12.19511879934,71,0.0385519350038194,-2.25918839584032,69.2109570314757
"105",3,13.19511879934,71,0.0385519350038194,18.6891493874917,90.1978467498115
"106",3,14.19511879934,71,0.0385519350038194,-11.9539807020247,59.5932685952989
"107",3,15.19511879934,71,0.0385519350038194,-0.508046795579635,71.0777544367478
"108",3,16.19511879934,71,0.0385519350038194,-15.6645362032284,55.9598169641029
"109",3,17.19511879934,71,0.0385519350038194,-2.43098366623931,69.2319214360958
"110",4,-41.6899095550179,70,0.0385519350038194,-2.44649915078088,65.946274165739
"111",4,-40.6899095550179,70,0.0385519350038194,-7.1273348654914,61.3039903860323
